Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.103345, Ending Price: 1.103345, Highest Price: 1.103355, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103325, Ending Price: 1.103340, Highest Price: 1.103390, Lowest Price: 1.103325, Total Volume: 0.000000
Starting Price: 1.103345, Ending Price: 1.103330, Highest Price: 1.103345, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103270, Highest Price: 1.103300, Lowest Price: 1.103255, Total Volume: 0.000000
Starting Price: 1.103185, Ending Price: 1.103200, Highest Price: 1.103200, Lowest Price: 1.103185, Total Volume: 0.000000
Starting Price: 1.103220, Ending Price: 1.103220, Highest Price: 1.103225, Lowest Price: 1.103215, Total Volume: 0.000000
Starting Price: 1.103225, Ending Price: 1.103215, Highest Price: 1.103320, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103250, Highest Price: 1.103260, Lowest Price: 1.103235, Total Volume: 0.000000
Starting Price: 1.103285, Ending Price: 1.103280, Highest Price: 1.103295, Lowest Price: 1.103280, Total Volume: 0.000000
Starting Price: 1.103265, Ending Price: 1.103245, Highest Price: 1.103265, Lowest Price: 1.103245, Total Volume: 0.000000
Starting Price: 1.103250, Ending Price: 1.103235, Highest Price: 1.103265, Lowest Price: 1.103235, Total Volume: 0.000000
Starting Price: 1.103250, Ending Price: 1.103260, Highest Price: 1.103265, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103245, Ending Price: 1.103255, Highest Price: 1.103255, Lowest Price: 1.103245, Total Volume: 0.000000
Starting Price: 1.103250, Ending Price: 1.103250, Highest Price: 1.103250, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103260, Highest Price: 1.103270, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103265, Ending Price: 1.103265, Highest Price: 1.103270, Lowest Price: 1.103235, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103260, Highest Price: 1.103260, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103245, Ending Price: 1.103245, Highest Price: 1.103245, Lowest Price: 1.103245, Total Volume: 0.000000
Starting Price: 1.103280, Ending Price: 1.103275, Highest Price: 1.103280, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103175, Highest Price: 1.103270, Lowest Price: 1.103135, Total Volume: 0.000000
Starting Price: 1.103120, Ending Price: 1.103210, Highest Price: 1.103220, Lowest Price: 1.103075, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103230, Highest Price: 1.103240, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103250, Highest Price: 1.103250, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103260, Highest Price: 1.103270, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103270, Ending Price: 1.103330, Highest Price: 1.103370, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103350, Highest Price: 1.103350, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103330, Highest Price: 1.103340, Lowest Price: 1.103310, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103310, Highest Price: 1.103320, Lowest Price: 1.103310, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103320, Highest Price: 1.103320, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103310, Ending Price: 1.103320, Highest Price: 1.103320, Lowest Price: 1.103310, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103410, Highest Price: 1.103410, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103370, Highest Price: 1.103380, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103370, Highest Price: 1.103410, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103380, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103390, Highest Price: 1.103390, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103380, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103380, Highest Price: 1.103390, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103390, Highest Price: 1.103390, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103360, Highest Price: 1.103370, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103380, Highest Price: 1.103395, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103380, Highest Price: 1.103390, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103390, Highest Price: 1.103420, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103390, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103385, Highest Price: 1.103410, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103370, Highest Price: 1.103390, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103375, Highest Price: 1.103375, Lowest Price: 1.103325, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103390, Highest Price: 1.103390, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103380, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103380, Highest Price: 1.103420, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103370, Highest Price: 1.103370, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103380, Highest Price: 1.103400, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103420, Highest Price: 1.103420, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103420, Highest Price: 1.103460, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103440, Highest Price: 1.103450, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103400, Highest Price: 1.103450, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103410, Highest Price: 1.103410, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103430, Highest Price: 1.103430, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103430, Highest Price: 1.103450, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103430, Highest Price: 1.103430, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103450, Highest Price: 1.103450, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103450, Highest Price: 1.103460, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103430, Highest Price: 1.103450, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103440, Highest Price: 1.103450, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103470, Highest Price: 1.103470, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103450, Highest Price: 1.103460, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103460, Highest Price: 1.103460, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103460, Highest Price: 1.103460, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103470, Highest Price: 1.103480, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103510, Highest Price: 1.103530, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103490, Highest Price: 1.103510, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103500, Highest Price: 1.103510, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103500, Highest Price: 1.103510, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103490, Highest Price: 1.103510, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103480, Highest Price: 1.103500, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103470, Highest Price: 1.103490, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103450, Highest Price: 1.103490, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103380, Highest Price: 1.103450, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103460, Highest Price: 1.103460, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103500, Highest Price: 1.103500, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103500, Highest Price: 1.103520, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103400, Highest Price: 1.103430, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103360, Highest Price: 1.103400, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103370, Highest Price: 1.103370, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103350, Highest Price: 1.103360, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103400, Highest Price: 1.103410, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103350, Highest Price: 1.103410, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103350, Highest Price: 1.103360, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103420, Highest Price: 1.103430, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103460, Highest Price: 1.103460, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103450, Highest Price: 1.103470, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103480, Highest Price: 1.103500, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103470, Highest Price: 1.103470, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103450, Highest Price: 1.103460, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103450, Highest Price: 1.103450, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103450, Highest Price: 1.103450, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103430, Highest Price: 1.103430, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103450, Highest Price: 1.103450, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103430, Highest Price: 1.103430, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103410, Highest Price: 1.103410, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103440, Highest Price: 1.103460, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103450, Highest Price: 1.103450, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103480, Highest Price: 1.103480, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103460, Highest Price: 1.103460, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103550, Highest Price: 1.103550, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103550, Highest Price: 1.103550, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103540, Highest Price: 1.103550, Lowest Price: 1.103530, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103550, Highest Price: 1.103550, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103480, Highest Price: 1.103520, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103460, Highest Price: 1.103490, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103470, Highest Price: 1.103470, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103510, Highest Price: 1.103510, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103510, Highest Price: 1.103520, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103520, Highest Price: 1.103520, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103540, Highest Price: 1.103540, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103580, Highest Price: 1.103590, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103580, Highest Price: 1.103590, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103570, Highest Price: 1.103590, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103590, Highest Price: 1.103600, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103600, Ending Price: 1.103620, Highest Price: 1.103630, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103660, Ending Price: 1.103690, Highest Price: 1.103710, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 1.103700, Ending Price: 1.103620, Highest Price: 1.103700, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103605, Ending Price: 1.103520, Highest Price: 1.103605, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103500, Highest Price: 1.103540, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103510, Highest Price: 1.103520, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103570, Highest Price: 1.103590, Lowest Price: 1.103560, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103560, Highest Price: 1.103560, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103580, Highest Price: 1.103590, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103600, Highest Price: 1.103600, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103610, Ending Price: 1.103560, Highest Price: 1.103610, Lowest Price: 1.103560, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103550, Highest Price: 1.103560, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103460, Highest Price: 1.103570, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103590, Highest Price: 1.103690, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103710, Highest Price: 1.103710, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103670, Highest Price: 1.103720, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103690, Ending Price: 1.103680, Highest Price: 1.103710, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103710, Highest Price: 1.103710, Lowest Price: 1.103670, Total Volume: 0.000000
Starting Price: 1.103700, Ending Price: 1.103730, Highest Price: 1.103750, Lowest Price: 1.103700, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103700, Highest Price: 1.103760, Lowest Price: 1.103700, Total Volume: 0.000000
Starting Price: 1.103690, Ending Price: 1.103820, Highest Price: 1.103840, Lowest Price: 1.103690, Total Volume: 0.000000
Starting Price: 1.103830, Ending Price: 1.103790, Highest Price: 1.103830, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103800, Ending Price: 1.103830, Highest Price: 1.103850, Lowest Price: 1.103750, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103810, Highest Price: 1.103970, Lowest Price: 1.103810, Total Volume: 0.000000
Starting Price: 1.103770, Ending Price: 1.103790, Highest Price: 1.103840, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103770, Ending Price: 1.103740, Highest Price: 1.103820, Lowest Price: 1.103740, Total Volume: 0.000000
Starting Price: 1.103720, Ending Price: 1.103720, Highest Price: 1.103720, Lowest Price: 1.103720, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103770, Highest Price: 1.103820, Lowest Price: 1.103700, Total Volume: 0.000000
Starting Price: 1.103790, Ending Price: 1.103740, Highest Price: 1.103870, Lowest Price: 1.103740, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103690, Highest Price: 1.103710, Lowest Price: 1.103690, Total Volume: 0.000000
Starting Price: 1.103740, Ending Price: 1.103720, Highest Price: 1.103750, Lowest Price: 1.103720, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103770, Highest Price: 1.103800, Lowest Price: 1.103710, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103670, Highest Price: 1.103790, Lowest Price: 1.103670, Total Volume: 0.000000
Starting Price: 1.103660, Ending Price: 1.103640, Highest Price: 1.103670, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 0.000000, Ending Price: 0.000000, Highest Price: 0.000000, Lowest Price: 340282346638528859811704183484516925440.000000, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103780, Highest Price: 1.103810, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103780, Ending Price: 1.103760, Highest Price: 1.103790, Lowest Price: 1.103740, Total Volume: 0.000000
Starting Price: 1.103770, Ending Price: 1.103840, Highest Price: 1.103910, Lowest Price: 1.103770, Total Volume: 0.000000
Starting Price: 1.103850, Ending Price: 1.103860, Highest Price: 1.103860, Lowest Price: 1.103850, Total Volume: 0.000000
Starting Price: 1.103900, Ending Price: 1.103860, Highest Price: 1.103900, Lowest Price: 1.103860, Total Volume: 0.000000
Starting Price: 1.103850, Ending Price: 1.103850, Highest Price: 1.103870, Lowest Price: 1.103800, Total Volume: 0.000000
Starting Price: 1.103850, Ending Price: 1.103870, Highest Price: 1.103890, Lowest Price: 1.103820, Total Volume: 0.000000
Starting Price: 1.103860, Ending Price: 1.103820, Highest Price: 1.103870, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103820, Ending Price: 1.103790, Highest Price: 1.103830, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103770, Ending Price: 1.103800, Highest Price: 1.103810, Lowest Price: 1.103770, Total Volume: 0.000000
Starting Price: 1.103780, Ending Price: 1.103790, Highest Price: 1.103820, Lowest Price: 1.103780, Total Volume: 0.000000
Starting Price: 1.103810, Ending Price: 1.103770, Highest Price: 1.103820, Lowest Price: 1.103750, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103670, Highest Price: 1.103770, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103660, Ending Price: 1.103700, Highest Price: 1.103720, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103530, Highest Price: 1.103710, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103580, Highest Price: 1.103580, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103550, Highest Price: 1.103590, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103640, Highest Price: 1.103640, Lowest Price: 1.103560, Total Volume: 0.000000
Starting Price: 1.103620, Ending Price: 1.103510, Highest Price: 1.103620, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103510, Highest Price: 1.103530, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103450, Highest Price: 1.103520, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103410, Highest Price: 1.103450, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103510, Highest Price: 1.103510, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103500, Ending Price: 1.103550, Highest Price: 1.103560, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103520, Highest Price: 1.103570, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103350, Highest Price: 1.103500, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103430, Highest Price: 1.103450, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103410, Highest Price: 1.103410, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103390, Highest Price: 1.103400, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103360, Highest Price: 1.103370, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103540, Highest Price: 1.103590, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103580, Highest Price: 1.103610, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103550, Highest Price: 1.103570, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103540, Highest Price: 1.103610, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103500, Highest Price: 1.103570, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103530, Highest Price: 1.103530, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103480, Highest Price: 1.103540, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103530, Highest Price: 1.103560, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103560, Highest Price: 1.103600, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103480, Highest Price: 1.103570, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103510, Highest Price: 1.103550, Lowest Price: 1.103490, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103560, Highest Price: 1.103620, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103520, Highest Price: 1.103600, Lowest Price: 1.103505, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103530, Highest Price: 1.103600, Lowest Price: 1.103530, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103430, Highest Price: 1.103540, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103380, Highest Price: 1.103430, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103420, Highest Price: 1.103450, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103400, Highest Price: 1.103460, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103430, Highest Price: 1.103480, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103410, Highest Price: 1.103430, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103400, Highest Price: 1.103420, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103310, Highest Price: 1.103430, Lowest Price: 1.103290, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103270, Highest Price: 1.103340, Lowest Price: 1.103210, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103310, Highest Price: 1.103390, Lowest Price: 1.103260, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103280, Highest Price: 1.103360, Lowest Price: 1.103280, Total Volume: 0.000000
Starting Price: 1.103290, Ending Price: 1.103400, Highest Price: 1.103410, Lowest Price: 1.103290, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103250, Highest Price: 1.103410, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103260, Ending Price: 1.103340, Highest Price: 1.103340, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103180, Highest Price: 1.103360, Lowest Price: 1.103170, Total Volume: 0.000000
Starting Price: 1.103170, Ending Price: 1.103310, Highest Price: 1.103320, Lowest Price: 1.103160, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103330, Highest Price: 1.103350, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103350, Highest Price: 1.103360, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103380, Highest Price: 1.103400, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103250, Highest Price: 1.103370, Lowest Price: 1.103250, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103320, Highest Price: 1.103330, Lowest Price: 1.103310, Total Volume: 0.000000
